Asset,SumT:All,SumT:<=2019,SumT:>=2020,SumT:Longs,SumT:Shorts,SumT-P:All,SumT-P:<=2019,SumT-P:>=2020,SumT-P:Longs,SumT-P:Shorts,SharpeT:All,SharpeT:<=2019,SharpeT:>=2020,SharpeT:Longs,SharpeT:Shorts,SharpeT-P:All,SharpeT-P:<=2019,SharpeT-P:>=2020,SharpeT-P:Longs,SharpeT-P:Shorts,%Win:All,%Win:<=2019,%Win:>=2020,%Win:Longs,%Win:Shorts,Mean:All,Mean:<=2019,Mean:>=2020,Mean:Longs,Mean:Shorts,Std:All,Std:<=2019,Std:>=2020,Std:Longs,Std:Shorts,No:All,No:<=2019,No:>=2020,No:Longs,No:Shorts,Stops,Start,End
CL,0.51,0.37,0.14,0.21,0.30,0.16,0.31,-0.15,0.48,-0.07,0.04,0.06,0.03,0.04,0.05,0.03,0.06,0.01,0.08,0.00,0.51,0.50,0.53,0.52,0.50,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,123.00,83.00,41.00,68.00,55.00,0.00,11/18/13,11/16/23
CBOE,0.78,0.54,0.23,0.54,0.24,-0.76,-0.43,-0.33,0.71,-0.09,0.05,0.08,0.03,0.07,0.03,0.01,0.03,0.00,0.09,-0.01,0.50,0.50,0.50,0.52,0.47,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.01,0.02,101.00,56.00,45.00,56.00,45.00,0.00,11/18/13,11/16/23
GS,1.10,0.92,0.18,0.86,0.24,-0.02,0.50,-0.52,0.60,-0.29,0.07,0.10,0.03,0.10,0.03,0.04,0.09,-0.01,0.08,-0.03,0.52,0.51,0.54,0.51,0.52,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.01,0.02,104.00,63.00,42.00,50.00,54.00,0.00,11/18/13,11/16/23
CDW,1.82,1.63,0.20,2.07,-0.24,-0.89,-0.40,-0.49,1.26,-0.97,0.11,0.18,0.03,0.19,-0.04,0.05,0.09,-0.01,0.12,-0.15,0.53,0.55,0.50,0.56,0.46,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,91.00,52.00,40.00,57.00,34.00,0.00,11/18/13,11/16/23
HPQ,1.37,1.14,0.23,1.18,0.19,-0.14,0.38,-0.52,1.29,-0.40,0.07,0.11,0.03,0.10,0.02,0.04,0.08,0.00,0.11,-0.04,0.52,0.52,0.51,0.52,0.52,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,105.00,63.00,42.00,63.00,42.00,0.00,11/18/13,11/16/23
EQIX,0.61,0.45,0.17,0.63,-0.02,-1.31,-0.91,-0.40,0.63,-0.79,0.04,0.05,0.03,0.07,0.00,-0.01,-0.01,0.00,0.07,-0.10,0.50,0.50,0.51,0.52,0.46,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,108.00,68.00,40.00,56.00,52.00,0.00,11/18/13,11/16/23
CTRA,0.94,0.65,0.29,0.60,0.34,0.45,1.14,-0.69,1.09,-0.48,0.04,0.05,0.02,0.05,0.03,0.03,0.07,-0.01,0.09,-0.04,0.49,0.50,0.47,0.49,0.49,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.02,117.00,64.00,53.00,56.00,61.00,0.00,11/18/13,11/16/23
VICI,0.37,0.17,0.19,0.32,0.05,-0.37,0.04,-0.41,0.36,-0.37,0.03,0.08,0.02,0.05,0.01,0.01,0.06,0.00,0.06,-0.08,0.51,0.49,0.51,0.52,0.48,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,66.00,18.00,49.00,33.00,33.00,0.00,01/02/18,11/16/23
UNH,0.69,0.53,0.16,0.87,-0.18,-1.66,-0.97,-0.69,0.65,-1.01,0.05,0.06,0.02,0.09,-0.03,-0.01,-0.01,-0.02,0.07,-0.16,0.50,0.50,0.49,0.51,0.45,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,108.00,66.00,43.00,63.00,45.00,0.00,11/18/13,11/16/23
ELV,1.69,1.44,0.24,1.80,-0.11,-0.37,0.10,-0.47,0.90,-1.15,0.08,0.15,0.02,0.17,-0.01,0.04,0.09,-0.01,0.09,-0.11,0.52,0.54,0.50,0.55,0.49,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.02,0.02,108.00,59.00,50.00,52.00,56.00,0.00,11/18/13,11/16/23
MAR,1.49,1.18,0.31,1.50,-0.01,-0.50,-0.13,-0.37,0.80,-0.85,0.07,0.15,0.02,0.16,0.00,0.03,0.10,0.00,0.09,-0.07,0.53,0.56,0.49,0.56,0.48,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.01,0.03,100.00,52.00,48.00,48.00,52.00,0.00,11/18/13,11/16/23
LHX,0.60,0.45,0.15,1.05,-0.45,-0.80,-0.75,-0.04,0.72,-1.76,0.04,0.05,0.02,0.13,-0.07,0.01,0.00,0.01,0.09,-0.22,0.49,0.49,0.50,0.52,0.46,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,106.00,71.00,36.00,53.00,53.00,0.00,11/18/13,11/16/23
REG,0.64,0.44,0.20,0.34,0.29,-0.08,0.19,-0.27,0.59,-0.34,0.04,0.07,0.02,0.04,0.03,0.02,0.05,0.00,0.07,-0.02,0.49,0.50,0.48,0.52,0.46,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.01,0.02,102.00,62.00,40.00,55.00,47.00,0.00,11/18/13,11/16/23
L,0.51,0.37,0.14,0.43,0.08,-0.15,0.21,-0.36,0.58,-0.52,0.04,0.06,0.02,0.05,0.01,0.02,0.05,0.00,0.07,-0.08,0.48,0.49,0.47,0.49,0.47,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,117.00,73.00,45.00,66.00,51.00,0.00,11/18/13,11/16/23
JNPR,0.85,0.73,0.12,1.16,-0.30,0.13,0.38,-0.25,1.09,-1.26,0.05,0.07,0.02,0.14,-0.04,0.04,0.06,0.00,0.13,-0.16,0.48,0.48,0.50,0.53,0.43,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.01,0.02,111.00,68.00,43.00,58.00,53.00,0.00,11/18/13,11/16/23
QRVO,2.03,1.81,0.22,1.40,0.64,0.91,0.86,0.05,1.44,0.01,0.08,0.13,0.02,0.11,0.05,0.06,0.10,0.01,0.12,0.01,0.50,0.51,0.48,0.51,0.48,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.02,0.03,0.03,95.00,48.00,47.00,49.00,46.00,0.00,01/02/15,11/16/23
IEX,1.02,0.87,0.15,0.57,0.45,-0.26,-0.08,-0.18,0.60,0.26,0.07,0.14,0.02,0.08,0.07,0.04,0.09,0.00,0.08,0.04,0.52,0.53,0.51,0.53,0.52,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,109.00,57.00,53.00,59.00,50.00,0.00,11/18/13,11/16/23
EG,0.56,0.38,0.18,0.96,-0.40,-0.70,-0.21,-0.49,0.62,-1.42,0.04,0.06,0.02,0.10,-0.06,0.00,0.03,-0.01,0.07,-0.21,0.49,0.50,0.49,0.52,0.45,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,116.00,68.00,48.00,60.00,56.00,0.00,11/18/13,11/16/23
CSX,1.42,1.27,0.15,0.97,0.45,-0.22,0.12,-0.34,0.99,0.19,0.08,0.14,0.02,0.10,0.06,0.05,0.09,-0.01,0.10,0.03,0.52,0.53,0.51,0.51,0.54,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,108.00,59.00,50.00,61.00,47.00,0.00,11/18/13,11/15/23
DIS,0.97,0.81,0.16,0.77,0.20,0.30,-0.04,0.34,0.83,-0.28,0.06,0.10,0.02,0.08,0.03,0.04,0.06,0.03,0.09,-0.03,0.51,0.52,0.48,0.51,0.50,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,111.00,63.00,48.00,58.00,53.00,0.00,11/18/13,11/16/23
SBUX,0.98,0.84,0.14,1.05,-0.07,-0.35,0.00,-0.35,0.87,-0.98,0.07,0.12,0.02,0.12,-0.01,0.04,0.08,0.00,0.10,-0.14,0.52,0.54,0.49,0.54,0.49,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,109.00,57.00,52.00,59.00,50.00,0.00,11/18/13,11/16/23
CPB,0.75,0.65,0.10,0.37,0.38,0.46,0.42,0.04,0.74,-0.03,0.05,0.08,0.02,0.06,0.05,0.04,0.07,0.01,0.11,0.00,0.51,0.51,0.51,0.52,0.50,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,107.00,63.00,45.00,57.00,50.00,0.00,11/18/13,11/16/23
NI,0.44,0.35,0.09,0.37,0.07,-0.60,-0.45,-0.15,0.63,-0.39,0.03,0.05,0.01,0.05,0.01,0.01,0.02,0.00,0.08,-0.07,0.51,0.52,0.50,0.53,0.47,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,109.00,66.00,43.00,62.00,47.00,0.00,11/18/13,11/16/23
FTNT,1.92,1.77,0.15,2.20,-0.28,-1.37,-0.22,-1.15,1.58,-1.33,0.08,0.12,0.01,0.16,-0.03,0.02,0.06,-0.03,0.12,-0.12,0.53,0.53,0.52,0.57,0.46,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03,107.00,64.00,43.00,62.00,45.00,0.00,11/18/13,11/16/23
CNC,1.41,1.29,0.13,1.61,-0.20,-0.81,-0.52,-0.29,1.05,-1.31,0.07,0.11,0.01,0.14,-0.02,0.03,0.05,0.00,0.09,-0.13,0.51,0.52,0.50,0.53,0.47,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.02,0.02,105.00,55.00,50.00,54.00,51.00,0.00,11/18/13,11/16/23
WMB,1.57,1.45,0.12,1.15,0.42,0.57,1.37,-0.80,0.63,-0.07,0.07,0.11,0.01,0.12,0.04,0.06,0.11,-0.03,0.07,0.00,0.52,0.54,0.48,0.55,0.47,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03,84.00,50.00,35.00,44.00,40.00,0.00,11/18/13,11/16/23
TSCO,1.42,1.31,0.10,1.12,0.30,-0.01,0.92,-0.93,0.79,-0.15,0.07,0.11,0.01,0.12,0.03,0.04,0.10,-0.04,0.09,-0.01,0.52,0.53,0.51,0.54,0.50,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.01,0.02,105.00,57.00,49.00,57.00,48.00,0.00,11/18/13,11/16/23
DHI,0.72,0.62,0.10,0.93,-0.21,-1.77,-0.58,-1.19,0.85,-1.22,0.04,0.06,0.01,0.09,-0.03,-0.01,0.02,-0.04,0.08,-0.13,0.49,0.50,0.48,0.52,0.45,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.02,0.02,100.00,64.00,36.00,51.00,49.00,0.00,11/18/13,11/16/23
WRB,0.45,0.38,0.07,0.56,-0.11,-1.11,-0.51,-0.60,0.64,-0.82,0.04,0.07,0.01,0.08,-0.02,0.00,0.02,-0.02,0.10,-0.15,0.49,0.50,0.47,0.52,0.44,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.01,110.00,63.00,47.00,58.00,52.00,0.00,11/18/13,11/16/23
HUBB,0.77,0.69,0.08,0.87,-0.10,-0.57,0.30,-0.88,0.67,-0.96,0.04,0.08,0.01,0.09,-0.01,0.01,0.06,-0.04,0.07,-0.12,0.50,0.50,0.49,0.52,0.45,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.01,117.00,68.00,50.00,64.00,53.00,0.00,11/18/13,11/16/23
PHM,0.83,0.73,0.10,1.69,-0.86,-1.38,-0.21,-1.17,1.13,-2.41,0.04,0.07,0.01,0.14,-0.10,0.00,0.03,-0.03,0.09,-0.27,0.51,0.51,0.50,0.54,0.45,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,117.00,68.00,49.00,61.00,56.00,0.00,11/18/13,11/16/23
REGN,0.90,0.84,0.06,0.65,0.26,-0.69,0.21,-0.89,0.78,-0.64,0.04,0.07,0.01,0.06,0.03,0.01,0.05,-0.04,0.07,-0.06,0.51,0.52,0.50,0.52,0.50,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.02,0.02,107.00,66.00,41.00,50.00,57.00,0.00,11/18/13,11/16/23
USB,0.33,0.25,0.07,0.27,0.06,-0.10,-0.16,0.06,0.68,-0.73,0.02,0.04,0.01,0.03,0.01,0.01,0.02,0.01,0.07,-0.09,0.49,0.49,0.50,0.50,0.49,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.01,0.02,118.00,68.00,50.00,62.00,56.00,0.00,11/18/13,11/16/23
KO,0.32,0.28,0.04,0.30,0.02,-0.24,-0.03,-0.21,0.50,-0.37,0.03,0.06,0.01,0.05,0.00,0.01,0.04,-0.01,0.08,-0.07,0.50,0.50,0.49,0.51,0.47,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,104.00,66.00,39.00,58.00,46.00,0.00,11/18/13,11/16/23
NXPI,1.51,1.47,0.04,0.86,0.65,-0.84,0.04,-0.88,1.04,0.37,0.07,0.11,0.01,0.08,0.07,0.03,0.07,-0.03,0.09,0.04,0.53,0.54,0.52,0.54,0.52,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.02,0.02,104.00,59.00,45.00,59.00,45.00,0.00,11/18/13,11/16/23
PNC,0.81,0.77,0.04,0.48,0.33,-0.19,0.00,-0.19,0.56,-0.10,0.05,0.09,0.00,0.06,0.04,0.03,0.06,-0.01,0.06,-0.01,0.50,0.52,0.48,0.51,0.49,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.01,0.02,109.00,61.00,48.00,61.00,48.00,0.00,11/18/13,11/16/23
LVS,0.60,0.54,0.06,0.85,-0.25,0.19,0.28,-0.09,1.09,-1.82,0.03,0.05,0.00,0.07,-0.02,0.02,0.05,0.00,0.09,-0.14,0.50,0.51,0.49,0.51,0.48,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03,110.00,65.00,46.00,54.00,56.00,0.00,11/18/13,11/16/23
APH,0.98,0.95,0.03,1.11,-0.13,-0.74,-0.07,-0.68,0.69,-0.68,0.07,0.14,0.00,0.15,-0.02,0.02,0.09,-0.04,0.10,-0.10,0.52,0.54,0.50,0.56,0.45,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,100.00,56.00,44.00,55.00,45.00,0.00,11/18/13,11/16/23
FIS,0.13,0.11,0.02,0.41,-0.28,-0.36,-0.95,0.59,0.80,-1.34,0.01,0.02,0.00,0.06,-0.04,0.00,-0.03,0.03,0.10,-0.18,0.49,0.48,0.50,0.51,0.44,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,107.00,59.00,49.00,60.00,47.00,0.00,11/18/13,11/16/23
OTIS,0.02,0.00,0.02,0.20,-0.19,-0.87,0.00,-0.87,0.21,-0.56,0.00,0.00,0.00,0.05,-0.09,-0.05,0.00,-0.05,0.05,-0.26,0.48,0.00,0.48,0.49,0.45,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,42.00,0.00,42.00,21.00,21.00,0.00,03/19/20,11/16/23
CSGP,0.76,0.75,0.01,0.59,0.17,-1.28,-0.70,-0.58,1.16,-0.56,0.04,0.07,0.00,0.05,0.02,0.00,0.01,-0.02,0.10,-0.06,0.51,0.51,0.50,0.52,0.48,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.02,0.02,115.00,60.00,55.00,66.00,49.00,0.00,11/18/13,11/15/23
VMC,0.74,0.73,0.01,1.14,-0.40,-1.04,-0.38,-0.67,0.90,-1.57,0.04,0.07,0.00,0.11,-0.06,0.01,0.03,-0.03,0.09,-0.21,0.52,0.52,0.51,0.53,0.49,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,111.00,68.00,43.00,57.00,54.00,0.00,11/18/13,11/16/23
ADI,1.20,1.19,0.01,1.40,-0.20,-0.55,0.18,-0.73,0.92,-1.24,0.07,0.13,0.00,0.13,-0.03,0.03,0.09,-0.03,0.09,-0.14,0.51,0.53,0.47,0.54,0.46,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,109.00,58.00,52.00,58.00,51.00,0.00,11/18/13,11/16/23
HLT,0.53,0.52,0.01,0.75,-0.22,-1.23,-0.56,-0.67,0.82,-1.38,0.03,0.06,0.00,0.07,-0.03,-0.01,0.01,-0.03,0.07,-0.16,0.49,0.50,0.47,0.50,0.46,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.01,0.02,124.00,71.00,54.00,68.00,56.00,0.00,12/12/13,11/15/23
PEP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,11/16/23,11/16/23
MRK,0.23,0.23,0.00,0.57,-0.34,-0.84,-0.45,-0.39,0.71,-1.23,0.02,0.04,0.00,0.09,-0.07,-0.01,0.00,-0.03,0.11,-0.24,0.48,0.48,0.50,0.51,0.45,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,101.00,60.00,42.00,53.00,48.00,0.00,11/18/13,11/16/23
WELL,1.11,1.11,0.00,0.93,0.18,0.15,0.74,-0.60,0.71,-0.37,0.06,0.13,0.00,0.09,0.02,0.04,0.12,-0.02,0.07,-0.05,0.52,0.54,0.49,0.56,0.46,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.01,0.02,97.00,52.00,45.00,54.00,43.00,0.00,11/18/13,11/16/23
CLX,0.67,0.69,-0.03,0.54,0.13,-0.02,0.18,-0.20,0.75,-0.33,0.05,0.11,0.00,0.08,0.02,0.03,0.08,-0.01,0.11,-0.05,0.50,0.52,0.47,0.53,0.46,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,104.00,54.00,50.00,59.00,45.00,0.00,11/18/13,11/16/23
PG,0.52,0.54,-0.02,0.33,0.19,-0.27,0.14,-0.42,0.34,-0.07,0.05,0.12,0.00,0.06,0.04,0.03,0.09,-0.03,0.07,-0.01,0.49,0.51,0.46,0.50,0.48,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,89.00,49.00,40.00,51.00,38.00,0.00,11/18/13,11/16/23
LRCX,0.81,0.87,-0.06,1.30,-0.49,-2.59,-1.11,-1.48,1.43,-1.71,0.04,0.10,-0.01,0.10,-0.06,-0.02,0.03,-0.05,0.10,-0.20,0.50,0.54,0.46,0.53,0.45,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03,96.00,49.00,48.00,61.00,35.00,0.00,11/18/13,11/16/23
ZTS,0.66,0.70,-0.04,0.74,-0.08,-1.37,-0.85,-0.52,0.74,-0.78,0.05,0.10,-0.01,0.10,-0.01,0.00,0.02,-0.03,0.10,-0.12,0.51,0.51,0.50,0.53,0.47,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,104.00,64.00,41.00,55.00,49.00,0.00,11/18/13,11/16/23
COR,0.71,0.76,-0.04,1.00,-0.28,-0.67,0.42,-1.09,0.78,-1.14,0.05,0.10,-0.01,0.13,-0.04,0.02,0.08,-0.07,0.10,-0.16,0.53,0.52,0.54,0.57,0.46,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,102.00,58.00,44.00,54.00,48.00,0.00,11/18/13,11/16/23
TMUS,0.01,0.06,-0.06,0.61,-0.60,-2.10,-1.24,-0.86,1.04,-2.09,0.00,0.01,-0.01,0.06,-0.08,-0.05,-0.04,-0.05,0.10,-0.24,0.48,0.47,0.49,0.51,0.43,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.01,0.02,128.00,76.00,52.00,73.00,55.00,0.00,11/18/13,11/16/23
MDT,0.21,0.28,-0.07,0.32,-0.11,-0.31,-0.41,0.10,0.67,-0.79,0.02,0.05,-0.01,0.05,-0.02,0.00,0.02,0.00,0.10,-0.12,0.51,0.50,0.51,0.53,0.48,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,112.00,62.00,50.00,58.00,54.00,0.00,11/18/13,11/15/23
MTB,0.48,0.61,-0.14,0.01,0.46,-0.15,0.17,-0.32,0.75,-0.18,0.02,0.07,-0.01,0.00,0.05,0.01,0.05,-0.02,0.07,-0.01,0.48,0.50,0.46,0.49,0.47,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,117.00,68.00,50.00,53.00,64.00,0.00,11/18/13,11/16/23
BSX,1.22,1.33,-0.11,1.38,-0.16,-0.68,-0.20,-0.48,0.87,-1.04,0.07,0.13,-0.02,0.13,-0.03,0.03,0.07,-0.04,0.08,-0.16,0.50,0.52,0.46,0.52,0.44,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.01,0.02,105.00,57.00,49.00,52.00,53.00,0.00,11/18/13,11/16/23
CME,0.81,0.93,-0.12,0.72,0.10,-0.54,-0.05,-0.49,0.75,-0.45,0.05,0.13,-0.02,0.09,0.01,0.02,0.08,-0.04,0.10,-0.06,0.50,0.51,0.48,0.51,0.48,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.01,0.02,106.00,63.00,44.00,62.00,44.00,0.00,11/18/13,11/16/23
MCK,0.49,0.62,-0.13,0.66,-0.17,-0.93,0.58,-1.51,0.87,-1.09,0.03,0.07,-0.02,0.08,-0.02,0.00,0.07,-0.09,0.10,-0.13,0.51,0.52,0.50,0.53,0.48,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.01,0.02,111.00,67.00,45.00,63.00,48.00,0.00,11/18/13,11/16/23
AMCR,0.89,1.00,-0.11,0.44,0.45,0.64,0.95,-0.31,0.89,-0.16,0.07,0.19,-0.02,0.07,0.07,0.07,0.18,-0.03,0.14,0.01,0.26,0.11,0.48,0.29,0.23,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,262.00,207.00,55.00,116.00,146.00,0.00,11/18/13,11/16/23
FE,-0.12,0.03,-0.15,0.37,-0.49,-0.58,-0.32,-0.26,0.75,-1.79,-0.01,0.00,-0.02,0.05,-0.07,-0.02,-0.01,-0.03,0.08,-0.22,0.51,0.51,0.51,0.54,0.47,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.01,128.00,81.00,48.00,73.00,55.00,0.00,11/18/13,11/16/23
K,0.52,0.64,-0.12,0.36,0.16,0.36,0.52,-0.15,0.69,-0.32,0.04,0.09,-0.02,0.06,0.02,0.04,0.09,-0.02,0.11,-0.04,0.50,0.50,0.49,0.52,0.48,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,103.00,60.00,44.00,52.00,51.00,0.00,11/18/13,11/16/23
GIS,0.07,0.22,-0.15,0.10,-0.03,-0.43,0.14,-0.58,0.60,-0.72,0.01,0.03,-0.03,0.02,0.00,-0.01,0.03,-0.06,0.09,-0.11,0.49,0.49,0.50,0.51,0.47,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,112.00,69.00,43.00,58.00,54.00,0.00,11/18/13,11/16/23
MU,1.63,1.89,-0.27,1.64,-0.01,-0.77,0.28,-1.06,1.33,-1.17,0.07,0.13,-0.03,0.14,0.00,0.03,0.09,-0.06,0.11,-0.09,0.51,0.53,0.46,0.54,0.46,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.02,0.03,99.00,54.00,46.00,51.00,48.00,0.00,11/18/13,11/16/23
NTAP,1.55,1.79,-0.24,1.24,0.32,0.35,1.18,-0.83,1.11,-0.28,0.08,0.15,-0.03,0.12,0.03,0.06,0.13,-0.06,0.11,-0.03,0.53,0.54,0.52,0.57,0.48,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.02,0.02,94.00,52.00,42.00,51.00,43.00,0.00,11/18/13,11/16/23
VRTX,-0.26,0.27,-0.53,0.63,-0.89,-2.65,-1.45,-1.20,1.22,-2.91,-0.01,0.02,-0.07,0.05,-0.10,-0.05,-0.02,-0.10,0.10,-0.27,0.48,0.50,0.47,0.51,0.43,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.02,0.02,127.00,70.00,57.00,67.00,60.00,0.00,11/18/13,11/16/23
HST,-0.20,0.50,-0.70,-0.04,-0.16,-0.71,0.38,-1.09,0.79,-1.24,-0.01,0.05,-0.07,0.00,-0.02,-0.02,0.05,-0.08,0.07,-0.11,0.49,0.51,0.44,0.50,0.47,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.02,124.00,72.00,53.00,62.00,62.00,0.00,11/18/13,11/16/23
SJM,0.17,0.65,-0.48,0.41,-0.23,-0.13,0.65,-0.78,0.83,-1.25,0.01,0.07,-0.08,0.05,-0.03,0.00,0.07,-0.10,0.10,-0.16,0.48,0.49,0.47,0.50,0.46,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,120.00,70.00,51.00,62.00,58.00,0.00,11/18/13,11/16/23
VLTO,-0.11,0.00,-0.11,-0.03,-0.08,-0.04,0.00,-0.04,0.01,-0.16,-0.47,0.00,-0.47,-0.56,-0.41,-0.38,0.00,-0.38,0.02,-0.81,0.40,0.00,0.40,0.50,0.38,-0.01,0.00,-0.01,-0.01,-0.01,0.02,0.00,0.02,0.03,0.02,2.00,0.00,2.00,1.00,1.00,0.00,10/04/23,11/16/23
